"family_key","checkpoint_id","anomaly_type","known_at","effective_date","effective_from","effective_to","predecessor","successor","predecessor_source_doc","successor_source_doc","source_doc","trigger_type","disposition","fund_type","equity_min_pct","equity_max_pct","same_day_checkpoint_count","same_day_raw_state_count","same_day_raw_states","predecessor_state","successor_state","actual_pit_backfill","root_cause","evidence_raw","date_evidence_from_pdf","assessment","verification_method"
"汇添富基金管理股份有限公司|汇添富核心精选灵活配置混合(LOF)","43322c960ddc70199a6f284199012b2d0d0afc0c593fc0008a0affb82ded95f5","NONPOSITIVE_INTERVAL","2021-04-21","","2021-04-21","2021-04-21","d9b4b06776bfff9d73622cb04994fb4d1bd48516b69056c0578347830ec1ffa8","d278923c1a5a5e02ae5a2a7e306513a1c8cf088444dd3faca31389501a2b1e8a","501188_567539.pdf","501188_571801.pdf","501188_571946.pdf","MATERIAL_SECTION_CHANGE","PARSED_STATE","","0.0","100.0","2","1","|0.0|100.0","|0.0|100.0","|0.0|100.0","False","SAME_DAY_SAME_STATE_SERIAL_CLOSURE","本基金投资于股票资产及存托凭证占基金资产的比例为0-100%","","同日同状态多个checkpoint顺次关闭，形成零长区间；应保留节点，状态区间按同时点合并。","local official PDF pdftotext -layout text inspection; source-page visual/legal signoff pending"
"东方基金管理股份有限公司|东方保本混合","8e4a1bf2f7044c97adba3330ab4bc799f211d15bd64bab82f512d05bd4b1b16f","CAUSAL_FLAG","2021-04-28","2018-01-17","2021-04-28","","e3e8c476a7b7f70f3c9aadbaef920ebc4520af766002828f4286acd032d47333",,"400013_194459.pdf",,"400013_577567.pdf","MATERIAL_SECTION_CHANGE","PARSED_STATE","","0.0","95.0","1","1","|0.0|95.0","|0.0|95.0","||","False","HISTORICAL_LEGAL_DATE_FLAGGED_AS_CAUSAL","股票资产（含存托凭证，下同）占基金资产的比例为0%—95%","基金合同与托管协议，并同意将东方成长收益平衡混合型证券投资基金更名为“东方成长收益灵活配置混合型证券，上述基金份额持有人大会决议自表决通过之日起生效。根据该持有人大会决议，投资基金”《东方成长收益灵活配置混合型证券投资基金基金合同》生效，自2018年1月17日起，《东方成长收益平衡混合型证券投资基金基金合同》同日起失效。10东方成长收益灵活配置混合型证券投资基金基金合同第五部分基金的存续一、基金份额的变更登记基金合同生效后，本基金登记机构将进行本基金份额的更名以及必要信息的变更。二、基金存续期内的基金份额持有人数量和资产规模《基金合同》生效后，连续20个工作日出现基金份额持有人数量不满200人或者基金资产净值低于5000万元情形的，基金管理人应当在定期报告中予以披露；连续60个工作日出现前述情形的，基金管理人应当向中国证监会报告并提出解决方案，如转换运作方式、与其他基金","源PDF正文支持历史生效日期；effective_from等于known_at，无PIT起点回填。尚未独立核验更早首发公告。","local official PDF pdftotext -layout text inspection; source-page visual/legal signoff pending"
"中银基金管理有限公司|中银中国精选混合(LOF)-","388b1686daa998adcb93a851101df69b5e482bff5de9988c02553624d0e2ad14","NONPOSITIVE_INTERVAL","2021-12-29","","2021-12-29","2021-12-29","2ef6e9083837e9c753746127b0b9cda2933c99de76317f7b1702e8553b748c7d","792070ce12f2f49b4a24c52ccbedb743e238bbb47de11426d2d5c92da880580f","163801_624146.pdf","163801_677660.pdf","163801_677674.pdf","MATERIAL_SECTION_CHANGE","PARSED_STATE","","40.0","95.0","2","2","|40.0|100.0 || |40.0|95.0","|40.0|100.0","|40.0|95.0","False","SAME_DAY_COMPATIBLE_RANGES_SERIAL_CLOSURE","本基金投资股票资产及存托凭证的比例不低于基金资产净值的40%","","同日原始区间40-100与40-95兼容，timeline先收紧为40-95，再顺次关闭造成零长；不是原始证据完全相同，也不是互斥状态冲突。","local official PDF pdftotext -layout text inspection; source-page visual/legal signoff pending"
"中银基金管理有限公司|中银中国精选混合(LOF)-","166f0ff883363790c6522d7b39dad0a2b88c3b9ecbc51561794adb5106c16471","NONPOSITIVE_INTERVAL","2022-08-17","","2022-08-17","2022-08-17","792070ce12f2f49b4a24c52ccbedb743e238bbb47de11426d2d5c92da880580f","28f0803eba57975c4d26f6b0b0069eab8ff7f2c0aa2519b27f5c9b95eb05e917","163801_677660.pdf","163801_773652.pdf","163801_774223.pdf","MATERIAL_SECTION_CHANGE","PARSED_STATE","","40.0","95.0","2","2","|40.0|100.0 || |40.0|95.0","|40.0|95.0","|40.0|95.0","False","SAME_DAY_COMPATIBLE_RANGES_SERIAL_CLOSURE","本基金投资股票资产及存托凭证的比例不低于基金资产净值的40%","","同日原始区间40-100与40-95兼容，timeline先收紧为40-95，再顺次关闭造成零长；不是原始证据完全相同，也不是互斥状态冲突。","local official PDF pdftotext -layout text inspection; source-page visual/legal signoff pending"
"博时基金管理有限公司|博时主题行业混合(LOF)","4285f1430b979d4f36cefa31cc15691ce4a9f52b1208aa6b6326d88d3b2fcb4f","NONPOSITIVE_INTERVAL","2023-07-10","","2023-07-10","2023-07-10","8aac3c44267180bfc7a390baa130c712814f5b3dc6e7fa5f6c7b26e13a3ed228","ae8d753bf4849f401c0a3b53f2a2b86869f2edd5e5d43cffaf639a5e3d10f3d7","160505_797158.pdf","160505_917763.pdf","160505_917293.pdf","MATERIAL_SECTION_CHANGE","PARSED_STATE","","60.0","95.0","3","1","|60.0|95.0","|60.0|95.0","|60.0|95.0","False","SAME_DAY_SAME_STATE_SERIAL_CLOSURE","本基金的股票投资比例范围为：60%-95%","","同日同状态多个checkpoint顺次关闭，形成零长区间；应保留节点，状态区间按同时点合并。","local official PDF pdftotext -layout text inspection; source-page visual/legal signoff pending"
"博时基金管理有限公司|博时主题行业混合(LOF)","ae8d753bf4849f401c0a3b53f2a2b86869f2edd5e5d43cffaf639a5e3d10f3d7","NONPOSITIVE_INTERVAL","2023-07-10","","2023-07-10","2023-07-10","4285f1430b979d4f36cefa31cc15691ce4a9f52b1208aa6b6326d88d3b2fcb4f","c15c11caa414cb963d819fa4920290e26678b5a1e20beae07691a763464b7e79","160505_917293.pdf","160505_917485.pdf","160505_917763.pdf","MATERIAL_SECTION_CHANGE","PARSED_STATE","","60.0","95.0","3","1","|60.0|95.0","|60.0|95.0","|60.0|95.0","False","SAME_DAY_SAME_STATE_SERIAL_CLOSURE","本基金的股票（含存托凭证）投资比例范围为：60%-95%","","同日同状态多个checkpoint顺次关闭，形成零长区间；应保留节点，状态区间按同时点合并。","local official PDF pdftotext -layout text inspection; source-page visual/legal signoff pending"
"中银基金管理有限公司|中银中国精选混合(LOF)-","4c089094ddcc2495e8b31cb4489f8bde3db3ca100a9a3d63bc8154a1a79c6781","NONPOSITIVE_INTERVAL","2023-07-24","","2023-07-24","2023-07-24","d853b7f3c56fa201b74d3e95f01505143e5b74a5909a5f412d74fb9d31a02949","8e928d2e1930d402f1af78a90a834792f19300c5650eb1ae68ea3892a3dd2846","163801_936163.pdf","163801_937226.pdf","163801_936337.pdf","MATERIAL_SECTION_CHANGE","PARSED_STATE","","40.0","95.0","2","2","|40.0|95.0 || |40.0|100.0","|60.0|95.0","|40.0|95.0","False","SAME_DAY_COMPATIBLE_RANGES_SERIAL_CLOSURE","股票资产及存托凭证投资比例为40-95%","","同日原始区间40-100与40-95兼容，timeline先收紧为40-95，再顺次关闭造成零长；不是原始证据完全相同，也不是互斥状态冲突。","local official PDF pdftotext -layout text inspection; source-page visual/legal signoff pending"
"中银基金管理有限公司|中银中国精选混合(LOF)-","68576378dc07ff6b658760bc125960561b06f049912173f3dedfc513aebcd26c","NONPOSITIVE_INTERVAL","2023-08-17","","2023-08-17","2023-08-17","8e928d2e1930d402f1af78a90a834792f19300c5650eb1ae68ea3892a3dd2846","c90e5a66d4a157fdd79883f30b7bc9299768ae7dbcdaa393480e2b3b1aa587ec","163801_937226.pdf","163801_946229.pdf","163801_946055.pdf","MATERIAL_SECTION_CHANGE","PARSED_STATE","","40.0","95.0","2","2","|40.0|95.0 || |40.0|100.0","|40.0|95.0","|40.0|95.0","False","SAME_DAY_COMPATIBLE_RANGES_SERIAL_CLOSURE","股票资产及存托凭证投资比例为40-95%","","同日原始区间40-100与40-95兼容，timeline先收紧为40-95，再顺次关闭造成零长；不是原始证据完全相同，也不是互斥状态冲突。","local official PDF pdftotext -layout text inspection; source-page visual/legal signoff pending"
"中银基金管理有限公司|中银中国精选混合(LOF)-","ca8ec642e5aecc15fa5f4ef14a61aa4d6790f5e8cc5606ddaa28c3305ae1b63a","NONPOSITIVE_INTERVAL","2024-06-26","","2024-06-26","2024-06-26","956bc9a3a196cccf6d25a107c0d16787825b7a34196a60629c3333f70385e57e","db5e8f75f9f83801bb629b1aeb542c64984b6461b2c9fe27f5b1679abbc7a964","163801_1006832.pdf","163801_1106559.pdf","163801_1105625.pdf","MATERIAL_SECTION_CHANGE","PARSED_STATE","","40.0","95.0","2","2","|40.0|100.0 || |40.0|95.0","|40.0|95.0","|40.0|95.0","False","SAME_DAY_COMPATIBLE_RANGES_SERIAL_CLOSURE","本基金投资股票资产及存托凭证的比例不低于基金资产净值的40%","","同日原始区间40-100与40-95兼容，timeline先收紧为40-95，再顺次关闭造成零长；不是原始证据完全相同，也不是互斥状态冲突。","local official PDF pdftotext -layout text inspection; source-page visual/legal signoff pending"
"中银基金管理有限公司|中银中国精选混合(LOF)-","2c11998c0bf7eced2c53d1bb269ceb66da30ffff68590b6412ab62bea2b82247","NONPOSITIVE_INTERVAL","2025-06-26","","2025-06-26","2025-06-26","ae3d0d22e95124e11918e372dc34e7e4b5072133ec3fe236bfc4ce7bce25ec46","b66c38cb680bb24c37e6b35b52aa700deb8811199ad24a73b906609113da6080","163801_1279428.pdf","163801_1302852.pdf","163801_1304703.pdf","MATERIAL_SECTION_CHANGE","PARSED_STATE","","40.0","95.0","2","2","|40.0|100.0 || |40.0|95.0","|40.0|100.0","|40.0|95.0","False","SAME_DAY_COMPATIBLE_RANGES_SERIAL_CLOSURE","本基金投资股票资产及存托凭证的比例不低于基金资产净值的40%","","同日原始区间40-100与40-95兼容，timeline先收紧为40-95，再顺次关闭造成零长；不是原始证据完全相同，也不是互斥状态冲突。","local official PDF pdftotext -layout text inspection; source-page visual/legal signoff pending"
"中银基金管理有限公司|中银中国精选混合(LOF)-","72716964e10a2adb8c22fb03fd8061cc6e44659a0a50489ab52fe0e6269e2c39","NONPOSITIVE_INTERVAL","2026-05-20","","2026-05-20","2026-05-20","b66c38cb680bb24c37e6b35b52aa700deb8811199ad24a73b906609113da6080","83bca2971511952ba8e29e28f36d0d798edcbe0b24b29822f43431f4c4a492a0","163801_1302852.pdf","163801_1492051.pdf","163801_1492208.pdf","MATERIAL_SECTION_CHANGE","PARSED_STATE","","40.0","95.0","2","2","|40.0|100.0 || |40.0|95.0","|40.0|95.0","|40.0|95.0","False","SAME_DAY_COMPATIBLE_RANGES_SERIAL_CLOSURE","本基金投资股票资产及存托凭证的比例不低于基金资产净值的40%","","同日原始区间40-100与40-95兼容，timeline先收紧为40-95，再顺次关闭造成零长；不是原始证据完全相同，也不是互斥状态冲突。","local official PDF pdftotext -layout text inspection; source-page visual/legal signoff pending"
