checkpoint_id,family_key,share_code,upload_info_id,known_at,effective_date,trigger_type,is_critical,source_document,generation_rule_version,normalization_version,manifest_revision,supersedes_checkpoint_id,revision_reason,disposition,decision_method,evidence_raw,evidence_normalized,evidence_location,clause_sha256,predecessor_checkpoint_id,fund_type,equity_min_pct,equity_max_pct,parser_version,reviewer_version,failure_reason,primary_root_cause,root_cause_evidence,secondary_flags,stratum_status,stratum_era,alias_codes,synthetic_checkpoint,exact_metadata_match,family_metadata_document_count,relevant_candidate_count,pre_checkpoint_candidate_count,pre_checkpoint_parsed_clause_count,first_candidate_document,first_candidate_known_at,trace_status,official_absence_established,current_section_status,report_code,report_name,current_section_error,current_parser_status,current_parser_reason,current_clause
caf00d4f600af4909d17195b017f76cd269b42418926ea1c6ca8c9602e6ed1d0,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,678104,2021-12-30,,SECTION_UNCOMPARABLE,True,850006_678104.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
11d98417e067d059105901b9bf8047a61fd7d357647867a30d76409b77733350,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,825156,2022-12-08,,SECTION_UNCOMPARABLE,True,850006_825156.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
38fb925fbc0a043288e74596b46b42b9c99434d0ecc3af7b9cc76d7621093913,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,825157,2022-12-08,,SECTION_UNCOMPARABLE,True,850006_825157.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
83384df6a820d59f597671f0b7bd606be7d331deeb257f04fac1d8cca7972f5f,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,825154,2022-12-08,,SECTION_UNCOMPARABLE,True,850006_825154.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
9c8f108c6818a9d09a8f6c1118f766f1f9d51506312d9313691d0af1d4c3cab2,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,825106,2022-12-08,,SECTION_UNCOMPARABLE,True,850006_825106.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010030,海通红利优选一年持有期混合型集合资产管理计划招募说明书更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
2976ab8303d448bf24ad95d86720b24dea3889c499a4801c70105d228e1468da,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,981743,2023-10-20,,SECTION_UNCOMPARABLE,True,850006_981743.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010030,海通红利优选一年持有期混合型集合资产管理计划招募说明书更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
6877002180fb60ba78e20e734400191e1022411f0dd18c39846c43a7d63e5359,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,981747,2023-10-20,,SECTION_UNCOMPARABLE,True,850006_981747.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
cc17c22e55769c30061a87f019e97faa8f2bc651150876cb1bfb1a834fe6a05a,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,981744,2023-10-20,,SECTION_UNCOMPARABLE,True,850006_981744.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
fc95809bb0b50d92d0201bdda85c1f12929584f760a837946820aa8dbbff3bac,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,981746,2023-10-20,,SECTION_UNCOMPARABLE,True,850006_981746.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
2f5ec8fcb2ed876c8a4651052ffaab7edc6b50e8510a4705edfc5c1e982552aa,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,1099052,2024-06-20,,SECTION_UNCOMPARABLE,True,850006_1099052.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
5351d830ef62e4d06940211d7d5642ca1e0ac82dab41d50c97fdcf827b9c46c5,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,1099050,2024-06-20,,SECTION_UNCOMPARABLE,True,850006_1099050.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
9ac9b3cebda47a5f8b52dd070b98adba65ca4324113a09baf408f9f3a25b1b5e,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,1099051,2024-06-20,,SECTION_UNCOMPARABLE,True,850006_1099051.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
83a9731c634fba82fa730bc98263e9b1cc03e177d069c5bb135367d955fa62e7,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,1119362,2024-07-16,,SECTION_UNCOMPARABLE,True,850006_1119362.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
9fe9a1f32ed1bd0a53b4367390b9512125176264c7e54e91b420361a6bf417e0,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,1119363,2024-07-16,,SECTION_UNCOMPARABLE,True,850006_1119363.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
c7cd20ac336bdddb54eb3f85f63048eae9c1bf5e9c333c4319d5f30ef3a5a727,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,1119364,2024-07-16,,SECTION_UNCOMPARABLE,True,850006_1119364.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
d2c23979a2672c18f4488c152083cbd8fe78fa577bc97b28538a0d36239ae97f,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,1119360,2024-07-16,,SECTION_UNCOMPARABLE,True,850006_1119360.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA020020,海通红利优选一年持有期混合型集合资产管理计划基金合同更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
f5669164476f74080f7dd821b7944183b3e83f2308b5264b21bcd052a2ef3ee0,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,1119361,2024-07-16,,SECTION_UNCOMPARABLE,True,850006_1119361.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010030,海通红利优选一年持有期混合型集合资产管理计划招募说明书更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
34c1950590aea711015d326e59f0ed6da652ccb7bfa2c5a2e9350e5e2270a0f9,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,1208472,2025-01-10,,SECTION_UNCOMPARABLE,True,850006_1208472.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
49af495a068c3489dddf48d808596cbe575a39cbf85c372788c7e2842ddfbd21,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,1208467,2025-01-10,,SECTION_UNCOMPARABLE,True,850006_1208467.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA020020,海通红利优选一年持有期混合型集合资产管理计划基金合同更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
563bddd31f1a4ea06be835629feb4046cd8eb2257426431c02ee13d26560b3db,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,1208473,2025-01-10,,SECTION_UNCOMPARABLE,True,850006_1208473.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
810e691ee0992b7c4e9094b312b505001745eee5ebff7be28074f55fb7d166ff,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,1208471,2025-01-10,,SECTION_UNCOMPARABLE,True,850006_1208471.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010080,海通红利优选一年持有期混合型集合资产管理计划基金产品资料概要更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
9bb026a0ffcc9570afdc193686a8bad0f855492a2142991d29a13a5a98d3c2a5,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,850006,1208470,2025-01-10,,SECTION_UNCOMPARABLE,True,850006_1208470.pdf,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,UNDETERMINED_SECTION_VS_SEMANTICS,Combined extractor/parser reported no equity constraint; cache lacks full section/text diagnostics,ADJUDICATION_INPUT_HAS_NO_CLAUSE,清盘,2020_2026,,False,True,0,0,0,0,,,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,failure,FA010030,海通红利优选一年持有期混合型集合资产管理计划招募说明书更新,No explicit equity allocation constraint found,failure,No explicit equity allocation constraint found,
9945d73024387cc4ea7667a21d1898ed811b4aafc2ee4db9d1278ba60f210446,东吴基金管理有限公司|东吴保本混合,582003,TERMINAL_STATE:582003:UNKNOWN,,,TERMINAL_STATE,True,fund_master:582003,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,LIFECYCLE_EVIDENCE_JOIN_NOT_IMPLEMENTED,Synthetic upload id has no matching official upload; adjudicate_checkpoints joins only exact upload_info_id,NO_PRE_CHECKPOINT_CANDIDATE_IN_LOCAL_METADATA,清盘,pre2013,582003,True,False,34,34,0,0,582003_420223.pdf,2015-08-10,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,,,,,,,
d49b37479f78f6b8e714d6b97557565f62ae6c607806ac704303d7a77f6bc91a,东吴基金管理有限公司|东吴保本混合,582003,INCEPTION:582003:2012-08-13,2012-08-13,2012-08-13,INCEPTION,True,fund_master:582003,2,1,1,,,UNRESOLVED,,,,,,,,,,,,SECTION_EXTRACTION_FAILED,LIFECYCLE_EVIDENCE_JOIN_NOT_IMPLEMENTED,Synthetic upload id has no matching official upload; adjudicate_checkpoints joins only exact upload_info_id,NO_PRE_CHECKPOINT_CANDIDATE_IN_LOCAL_METADATA,清盘,pre2013,582003,True,False,34,17,0,0,582003_102778.pdf,2018-08-08,LOCAL_AUTOMATED_TRACE;LEGAL_HUMAN_REVIEW_PENDING,False,,,,,,,
